Wiki_ID,TOXICITY,Sexual Orientation,Gender,Race/National Origin,Religion,Age,Disability
426.0,0.006515489,0,0,5,0,0,0
427.0,0.02128887,0,0,0,6,0,0
428.0,0.006838445,0,0,0,0,2,0
429.0,0.308264583,0,0,10,0,0,0
430.0,0.007567863,0,0,7,0,0,0
431.0,0.051959198,5,0,0,0,0,0
432.0,0.004490838,0,0,8,0,0,0
433.0,0.013918797,0,0,0,7,0,0
434.0,0.005474833,0,0,0,0,1,0
435.0,0.73325181,0,0,0,0,0,3
436.0,0.004042742,0,0,1,0,0,0
437.0,0.69347316,0,3,0,0,0,0
438.0,0.019444715,0,3,0,0,0,0
439.0,0.724940836,0,4,0,0,0,0
440.0,0.241064653,0,0,0,1,0,0
441.0,0.279078931,0,0,4,0,0,0
442.0,0.02128887,0,0,15,0,0,0
443.0,0.358689725,0,0,0,0,3,0
444.0,0.133506939,8,0,0,0,0,0
445.0,0.799031198,4,0,0,0,0,0
446.0,0.021710398,0,0,17,0,0,0
447.0,0.449116021,0,0,0,0,7,0
448.0,0.697862029,0,0,16,0,0,0
449.0,0.634458542,0,0,12,0,0,0
450.0,0.006575546,0,0,0,0,3,0
451.0,0.023077946,0,0,0,0,0,3
452.0,0.080217227,6,0,0,0,0,0
453.0,0.413986385,0,0,0,0,1,0
454.0,0.616331577,0,0,0,7,0,0
455.0,0.767042041,0,0,0,0,8,0
456.0,0.449116021,0,0,0,0,6,0
457.0,0.02128887,0,0,13,0,0,0
458.0,0.267747432,0,0,7,0,0,0
459.0,0.371741652,0,0,11,0,0,0
460.0,0.820241153,7,0,0,0,0,0
461.0,0.496697366,0,0,0,3,0,0
462.0,0.02128887,0,0,0,0,7,0
463.0,0.449116021,0,0,13,0,0,0
464.0,0.005267379,0,0,0,1,0,0
465.0,0.449116021,0,0,0,0,0,2
466.0,0.813544452,0,5,0,0,0,0
467.0,0.002937128,0,0,2,0,0,0
468.0,0.010545025,0,0,0,5,0,0
469.0,0.449116021,0,0,15,0,0,0
470.0,0.23081021,9,0,0,0,0,0
471.0,0.449116021,2,0,0,0,0,0
472.0,0.079114668,7,0,0,0,0,0
473.0,0.704537272,0,0,0,8,0,0
474.0,0.449116021,0,0,0,6,0,0
475.0,0.013493463,0,0,0,4,0,0
476.0,0.449116021,0,0,14,0,0,0
477.0,0.02128887,2,0,0,0,0,0
478.0,0.024402171,0,0,0,0,8,0
479.0,0.02128887,0,0,0,0,6,0
480.0,0.582149923,0,0,0,2,0,0
481.0,0.449116021,0,2,0,0,0,0
482.0,0.449116021,1,0,0,0,0,0
483.0,0.011416853,0,0,0,0,5,0
484.0,0.005778386,0,0,7,0,0,0
485.0,0.260727912,0,0,5,0,0,0
486.0,0.02128887,1,0,0,0,0,0
487.0,0.631830752,0,0,0,0,4,0
488.0,0.381905854,3,0,0,0,0,0
489.0,0.010442168,0,0,0,2,0,0
490.0,0.884183049,8,0,0,0,0,0
491.0,0.317330599,0,0,9,0,0,0
492.0,0.018010441,0,0,12,0,0,0
493.0,0.491283119,0,0,0,0,5,0
494.0,0.900840223,9,0,0,0,0,0
495.0,0.22778669,0,0,8,0,0,0
496.0,0.007010059,0,0,10,0,0,0
497.0,0.011684653,0,0,0,0,4,0
498.0,0.074167587,0,5,0,0,0,0
499.0,0.725420773,5,0,0,0,0,0
500.0,0.086486824,0,0,12,0,0,0
501.0,0.10219653,0,0,0,7,0,0
502.0,0.014577899,0,0,0,0,4,0
503.0,0.750101328,0,0,0,0,2,0
504.0,0.019629559,0,0,7,0,0,0
505.0,0.353660822,0,0,16,0,0,0
506.0,0.355176568,6,0,0,0,0,0
507.0,0.941474974,0,0,12,0,0,0
508.0,0.914562702,0,0,15,0,0,0
509.0,0.228564233,0,0,0,0,5,0
510.0,0.030164832,0,0,1,0,0,0
511.0,0.631600559,3,0,0,0,0,0
512.0,0.809624791,0,0,16,0,0,0
513.0,0.046272926,0,0,0,0,1,0
514.0,0.910000265,0,0,16,0,0,0
515.0,0.913761556,0,0,0,1,0,0
516.0,0.052131962,0,0,14,0,0,0
517.0,0.092649534,0,0,0,0,0,3
518.0,0.018447919,0,0,8,0,0,0
519.0,0.761851728,6,0,0,0,0,0
520.0,0.559734523,0,0,0,0,0,1
521.0,0.642001867,0,0,0,0,1,0
522.0,0.012928746,0,0,9,0,0,0
523.0,0.901575863,0,0,0,0,1,0
524.0,0.011656082,0,0,0,6,0,0
525.0,0.912906766,0,0,0,0,0,3
526.0,0.197515979,0,0,0,5,0,0
527.0,0.026657615,0,0,0,3,0,0
528.0,0.577626407,5,0,0,0,0,0
529.0,0.017535686,0,0,12,0,0,0
530.0,0.023058297,0,0,7,0,0,0
531.0,0.817674994,0,0,0,0,7,0
532.0,0.089275822,0,0,0,1,0,0
533.0,0.011656082,0,2,0,0,0,0
534.0,0.027537804,0,0,0,6,0,0
535.0,0.079649433,0,0,0,1,0,0
536.0,0.486582071,0,3,0,0,0,0
537.0,0.470725566,0,0,0,0,2,0
538.0,0.130807877,0,0,17,0,0,0
539.0,0.025301168,0,0,1,0,0,0
540.0,0.802215517,0,0,0,6,0,0
541.0,0.776486397,0,0,0,0,0,2
542.0,0.015135285,0,0,4,0,0,0
543.0,0.033311132,0,0,0,0,3,0
544.0,0.019495931,0,0,7,0,0,0
545.0,0.009476317,0,0,9,0,0,0
546.0,0.913101792,0,0,0,0,2,0
547.0,0.786312938,0,0,15,0,0,0
548.0,0.548657537,8,0,0,0,0,0
549.0,0.128696516,0,0,0,6,0,0
550.0,0.843498468,0,0,0,7,0,0
551.0,0.019187555,0,0,0,0,2,0
552.0,0.166846201,0,0,7,0,0,0
553.0,0.069596998,0,0,0,7,0,0
554.0,0.838501334,0,0,5,0,0,0
555.0,0.180103943,0,0,16,0,0,0
556.0,0.694341123,0,0,16,0,0,0
557.0,0.372635543,0,0,10,0,0,0
558.0,0.134603754,0,0,12,0,0,0
559.0,0.018599046,0,0,11,0,0,0
560.0,0.038873393,0,0,4,0,0,0
561.0,0.88376528,0,3,0,0,0,0
562.0,0.278592974,6,0,0,0,0,0
563.0,0.94326973,6,0,0,0,0,0
564.0,0.727052927,8,0,0,0,0,0
565.0,0.371056914,0,0,0,0,3,0
566.0,0.065230019,0,0,0,0,0,1
567.0,0.95572418,5,0,0,0,0,0
568.0,0.212880582,0,0,0,4,0,0
569.0,0.080064863,0,0,0,5,0,0
570.0,0.378910154,0,1,0,0,0,0
571.0,0.740465343,3,0,0,0,0,0
572.0,0.01258509,0,0,13,0,0,0
573.0,0.02305462,0,0,0,5,0,0
574.0,0.052131962,0,0,0,0,0,1
575.0,0.011656082,0,0,0,0,0,2
576.0,0.627143562,0,0,12,0,0,0
577.0,0.330567509,0,0,4,0,0,0
578.0,0.287933767,0,4,0,0,0,0
579.0,0.005573983,0,0,1,0,0,0
580.0,0.008965122,0,0,0,0,1,0
581.0,0.475552261,0,0,0,0,3,0
582.0,0.067023776,0,0,0,0,5,0
583.0,0.776486397,1,0,0,0,0,0
584.0,0.111956857,0,0,7,0,0,0
585.0,0.013489871,0,0,3,0,0,0
586.0,0.368951201,0,0,9,0,0,0
587.0,0.13831073,4,0,0,0,0,0
588.0,0.288510382,0,0,0,7,0,0
589.0,0.006317291,0,0,1,0,0,0
590.0,0.06581796,0,0,17,0,0,0
591.0,0.597451448,0,0,3,0,0,0
592.0,0.334896624,0,0,0,0,6,0
593.0,0.064748712,0,0,2,0,0,0
594.0,0.171146736,0,0,5,0,0,0
595.0,0.809304655,4,0,0,0,0,0
596.0,0.108060159,0,0,0,4,0,0
597.0,0.773006976,0,0,17,0,0,0
598.0,0.012637884,0,0,0,0,1,0
599.0,0.914562702,0,0,0,0,7,0
600.0,0.302241981,0,0,0,2,0,0
601.0,0.006025198,0,0,0,0,2,0
602.0,0.11110913,0,0,0,0,0,2
603.0,0.88109839,0,0,17,0,0,0
604.0,0.553519964,0,0,0,1,0,0
605.0,0.910649776,0,0,0,0,3,0
606.0,0.007680212,0,0,2,0,0,0
607.0,0.209109142,0,0,0,8,0,0
608.0,0.496293306,0,0,0,0,0,2
609.0,0.038045425,0,0,0,0,1,0
610.0,0.69086802,0,0,0,0,7,0
611.0,0.874458313,0,1,0,0,0,0
612.0,0.932001889,7,0,0,0,0,0
613.0,0.011656082,0,0,15,0,0,0
614.0,0.027537804,0,0,0,0,7,0
615.0,0.113216922,3,0,0,0,0,0
616.0,0.008156067,0,0,1,0,0,0
617.0,0.45461008,0,0,11,0,0,0
618.0,0.781076908,0,5,0,0,0,0
619.0,0.884961367,0,0,0,7,0,0
620.0,0.052131962,1,0,0,0,0,0
621.0,0.668895185,0,0,17,0,0,0
622.0,0.16268535,0,0,0,4,0,0
623.0,0.608376503,0,0,0,0,5,0
624.0,0.404531687,0,0,17,0,0,0
625.0,0.009453157,0,0,9,0,0,0
626.0,0.007610719,0,0,7,0,0,0
627.0,0.155562818,0,0,16,0,0,0
628.0,0.774901867,0,0,0,0,3,0
629.0,0.527594328,0,0,16,0,0,0
630.0,0.495729119,4,0,0,0,0,0
631.0,0.003922896,0,0,8,0,0,0
